Company/Brand,Stage,Amount($),HeadQuarter,What_it_does,Sector,Funding_Year,Founded,Founders,Investor,Startup_Age
Stanza Living,Unknown,1000000.0,New Delhi,Stanza Living is a co-living platform created for students moving to a new place.,Hospitality,2018,2016.0,unknown,unknown,2.0
docturnal,Seed,1000000.0,Hyderabad,"Docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",Healthcare,2018,2016.0,unknown,unknown,2.0
Bounce (Metro Bikes),Debt Financing,3000000.0,Bangalore,"Bounce (formerly Metro Bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",Transportation & Logistics,2018,2016.0,unknown,unknown,2.0
Technology 9 Labs (T9L),Later Stage,1000000.0,New Delhi,Technology 9 Labs is an Information Technology and Services company.,Technology,2018,2016.0,unknown,unknown,2.0
Goals101,Seed,3500000.0,Delhi,Goals101 is a one of the fastest growing big-data platforms.,Finance,2018,2016.0,unknown,unknown,2.0
Satya MicroCapital,Unknown,1000000.0,New Delhi,New Delhi-based non-banking financial company.,Finance,2018,2016.0,unknown,unknown,2.0
Ummeed Housing Finance Private Limited,Series C,1000000.0,Haryana,Ummeed Housing Finance Private Limited,Finance,2018,2016.0,unknown,unknown,2.0
StockEdge,Seed,1100000.0,Kolkata,"StockEdge is a unique platform, which is 100% focused on research and analytics",Technology,2018,2016.0,unknown,unknown,2.0
Sequretek,Unknown,3700000.0,Mumbai,Sequretek is a cyber security start-up.,Technology,2018,2016.0,unknown,unknown,2.0
Avenues Payments India Pvt. Ltd.,Later Stage,1300000.0,Mumbai,Avenues Payments is an IT solutions provider for the remittance\money transfer and forex industries.,Technology,2018,2016.0,unknown,unknown,2.0
Qbera,Unknown,1000000.0,Bangalore,Qbera is a managed marketplace for unsecured personal loans.,Finance,2018,2016.0,unknown,unknown,2.0
Urban Ladder,Debt Financing,5600000.0,Bangalore,Urban Ladder is a Bangalore-based online furniture company.,E-commerce,2018,2016.0,unknown,unknown,2.0
Planet11 eCommerce Solutions India (Avenue11),Later Stage,1000000.0,Bengaluru,"Planet11 is backed by SK Planet, which is a part of the SK Group – one of the largest conglomerates in South Korea.",Technology,2018,2016.0,unknown,unknown,2.0
DailyNinja,Series A,1000000.0,Bengaluru,"Daily Ninja, a mobile app that delivers daily needs on a subscription model",Technology,2018,2016.0,unknown,unknown,2.0
Iba Halal Care,Series A,1000000.0,Ahmedabad,Iba Halal Care is a cosmetics brand company.,Technology,2018,2016.0,unknown,unknown,2.0
Knocksense,Seed,1000000.0,Lucknow,Knocksense is a fast growing lifestyle website.,Media & Entertainment,2018,2016.0,unknown,unknown,2.0
Togedr,Unknown,1000000.0,Gurgaon,Togedr is an activity discovery & booking platform.,Technology,2018,2016.0,unknown,unknown,2.0
Parkwheels,Seed,1000000.0,Haryana,"Parkwheels aims at solving the big, bad & unsexy parking problems of India.",Engineering,2018,2016.0,unknown,unknown,2.0
Cyclops Medtech,Seed,1000000.0,Bangalore,Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,Healthcare,2018,2016.0,unknown,unknown,2.0
NewsBytes,Seed,1000000.0,Gurgaon,NewsBytes provides your everyday news in a contextual timeline to reduce information overload.,Media & Entertainment,2018,2016.0,unknown,unknown,2.0
Leena AI,Seed,2000000.0,Gurgaon,Leena is smart AI powered HR companion dedicated towards engaging employees.,Human Resources,2018,2016.0,unknown,unknown,2.0
Max Healthcare,Later Stage,1000000.0,New Delhi,Max Healthcare is one of the leading chain of hospitals in India.,Transportation & Logistics,2018,2016.0,unknown,unknown,2.0
GoBolt,Unknown,1000000.0,New Delhi,Delhi-based logistics technology.,Transportation & Logistics,2018,2016.0,unknown,unknown,2.0
GoGaga,Pre-Seed,40000.0,Bangalore City,GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches.,Lifestyle,2018,2016.0,unknown,unknown,2.0
Mate Labs,Seed,550000.0,Bangalore,Mate Labs is a machine learning solutions platform for beginners.,Technology,2018,2016.0,unknown,unknown,2.0
Furlenco,Series C,1000000.0,Bangalore,Furlenco is a Bangalore-based company that offers a home furniture subscription program.,Real Estate,2018,2016.0,unknown,unknown,2.0
Xplorabox,Seed,1000000.0,Noida,Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry.,Education,2018,2016.0,unknown,unknown,2.0
Myra,Unknown,1000000.0,Bangalore,Myra is a unique solution of technology and operations that makes buying medicines fast and efficient.,Healthcare,2018,2016.0,unknown,unknown,2.0
Vokal,Series A,1500000.0,Bengaluru,India's Largest Peer-to-Peer Knowledge Sharing Platform in Indian Languages.,Technology,2018,2016.0,unknown,unknown,2.0
Upwards Fintech,Series A,5000000.0,Mumbai,Upwards Fintech financial company.,Finance,2018,2016.0,unknown,unknown,2.0
Bon(Bonfleet Solutions),Seed,1000000.0,Pune,"Bon, a Pune-based FinTech firm was created to bring financial services to the gig-economy workforce.",Finance,2018,2016.0,unknown,unknown,2.0
Mamaearth,Series A,4000000.0,Gurgaon,Mamaearth is an online retailer specializing in baby and toddler products.,E-commerce,2018,2016.0,unknown,unknown,2.0
BabyChakra,Series B,1000000.0,Mumbai,BabyChakra is India's largest & most loved platform to discover the right maternity and childcare.,Technology,2018,2016.0,unknown,unknown,2.0
Naaptol,Unknown,15000000.0,Mumbai,"Koku Gamer is an online platform that offers gaming related news, editorials, reviews, previews, and other content.",E-commerce,2018,2016.0,unknown,unknown,2.0
Moonshine Meadery,Seed,1000000.0,Pune,Moonshine Meadery is a first craft meadery.,Food & Beverages,2018,2016.0,unknown,unknown,2.0
Verzeo,Series A,5000000.0,Bangalore,Verzeo is anAI-focussed edtech startup.,Education,2018,2016.0,unknown,unknown,2.0
Haazri,Seed,1000000.0,Mumbai,Haazri is a tea and snack quick service restaurant startup,Food & Beverages,2018,2016.0,unknown,unknown,2.0
Connect India,Angel,1000000.0,New Delhi,"To create pervasive network where connections are simpler, more powerful, more affordable, more global and more available to all.",Transportation & Logistics,2018,2016.0,unknown,unknown,2.0
Flyrobe,Series B,1000000.0,Mumbai,Flyrobe is an on-demand apparel rental platform that provides premium designer wear.,Lifestyle,2018,2016.0,unknown,unknown,2.0
Scholify,Pre-Seed,1000000.0,Bengaluru,Edutech,Technology,2018,2016.0,unknown,unknown,2.0
srJna,Seed,1000000.0,Jaipur,"SRJNA is a brand of Elation Edtech Pvt. Ltd., which helps schools to integrate hands on, affordable and turnkey STEM.",Education,2018,2016.0,unknown,unknown,2.0
Nykaa,Equity,1000000.0,Mumbai,Nykaa.com is a premier online beauty and wellness destination,Lifestyle,2018,2016.0,unknown,unknown,2.0
Chaayos,Series B,1000000.0,New Delhi,Chaayos was born in November 2012 out of this premise - a contemporary interpretation of the chai adda.,Food & Beverages,2018,2016.0,unknown,unknown,2.0
Heelium,Seed,1000000.0,Pune,Heelium is an athletic footwear and wearable startup with primary focus on sports safety and sustainability.,Manufacturing,2018,2016.0,unknown,unknown,2.0
LT Foods,Later Stage,1000000.0,New Delhi,LT Foods believe that nature will continue to nurture us until we as a species continue to breathe and live.,Food & Beverages,2018,2016.0,unknown,unknown,2.0
Multibashi,Seed,1000000.0,Bengaluru,Free language learning platform.,Education,2018,2016.0,unknown,unknown,2.0
Cleardekho,Unknown,1000000.0,Ghaziabad,Uttar Pradesh based online eyewear marketplace.,Technology,2018,2016.0,unknown,unknown,2.0
Dailyhunt,Later Stage,6000000.0,Bangalore,NewsHunt is a Bangalore based eBooks company.,Education,2018,2016.0,unknown,unknown,2.0
SlicePay,Series A,14900000.0,Bengaluru,SlicePay is an AI based instant credit app for youngsters in India.,Finance,2018,2016.0,unknown,unknown,2.0
Happyeasygo Group,Series A,1000000.0,Haryana,HappyEasyGo is an online travel domain.,Transportation & Logistics,2018,2016.0,unknown,unknown,2.0
Mombay,Seed,7500.0,Mumbai,Mombay is a unique opportunity for housewives to start household food business and avail everyone with their homemade healthy dishes.,Food & Beverages,2018,2016.0,unknown,unknown,2.0
Droni Tech,Seed,1000000.0,Mumbai,Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,Technology,2018,2016.0,unknown,unknown,2.0
Bombay Shaving,Unknown,6300000.0,Bangalore,Provides a range of male grooming products,E-commerce,2019,2015.0,Shantanu Deshpande,Sixth Sense Ventures,4.0
Nu Genes,Unknown,6000000.0,Telangana,"It is a seed company engaged in production, processing and marketing of seeds",Agriculture,2019,2004.0,Narayana Reddy Punyala,Innovation in Food and Agriculture (IFA),15.0
FlytBase,Unknown,6000000.0,Pune,A drone automation platform,Technology,2019,2015.0,Nitin Gupta,unknown,4.0
Finly,Unknown,6000000.0,Bangalore,"It builds software products that makes work simpler, pleasant, and productive",Technology,2019,2015.0,"Vivek AG, Veekshith C Rai","Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog.",4.0
Kratikal,Pre-series A,1000000.0,Noida,It is a product-based cybersecurity solutions provider,Technology,2019,2013.0,"Pavan Kushwaha, Paratosh Bansal, Dip Jung Thapa","Gilda VC, Art Venture, Rajeev Chitrabhanu.",6.0
Cub McPaws,Unknown,6000000.0,Mumbai,A B2C  brand that focusses on premium and comfortable merchandise for Generation Alpha  kids,E-commerce,2019,2010.0,"Abhay Bhat, Kinnar Shah",Venture Catalysts,9.0
Kaleidofin,Series A,5000000.0,Chennai,Platform that provides complete financial solutions for excluded individuals and households,Finance,2019,2018.0,"Puneet Gupta, Sucharita Mukherjee",Oikocredit,1.0
JobSquare,Unknown,140500.0,Ahmedabad,Technology-based platform that is connecting suitable applicants to the right recruiters,Human Resources,2019,2019.0,Ishit Jethwa,Titan Capital,0.0
Open Secret,Unknown,6000000.0,Bangalore,It produces and sells top quality snacks,Food & Beverages,2019,2015.0,"Ahana Gautam, Udit Kejriwal",Matrix Partners,4.0
LivFin,Unknown,5000000.0,Delhi,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",Finance,2019,2017.0,Rakesh Malhotra,German development finance institution DEG,2.0
Zest Money,Series B,15000000.0,Bangalore,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,Finance,2019,2015.0,"Chapman, Priya Sharma, Ashish Anantharaman",Goldman Sachs.,4.0
Witblox,Unknown,182700.0,Bangalore,Offers a range of robotics learning tools,Education,2019,2014.0,Amit Modi,Mumbai Angels Network,5.0
Azah Personal Care Pvt. Ltd.,Pre-series A,6000000.0,Gurugram,Aims to solve some problems in the feminine hygiene sector,Healthcare,2019,2018.0,"Mohammed, Shashwat Diesh","Kunal Bahl, Rohit Bansal.",1.0
SalaryFits,Unknown,5000000.0,Bangalore,A platform that promotes financial well-being of employees at workplace,Finance,2019,2015.0,Renato Araujo,Brazilian VC Fund Confrapar,4.0
Pristyn Care,Series B,12000000.0,Bangalore,Delivers advanced medical care & clinical excellence aided by next-level technology,Healthcare,2019,2018.0,"Harsimarbir Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",1.0
Springboard,Later Stage,11000000.0,Bangalore,Offers online courses and extensive mentor-based learning,Education,2019,2013.0,"Gautam Tambay, Parul Gupta",Reach Capital,6.0
DROR Labs Pvt. Ltd,Unknown,6000000.0,Delhi,It uses technology to create a trust-based network of responsible citizens to ensure safety,Technology,2019,2018.0,"Dhiraj Naubhar, Dheeraj Bansal",Inflection Point Ventures,1.0
Medlife,Unknown,15500000.0,Bangalore,It solves inadequacies in the healthcare delivery system through technology,Healthcare,2019,2014.0,"Tushar Kumar, Prashant Singh",Wilson Global Opportunities Fund,5.0
Seekify,Seed funding,1500000.0,Delhi,Customer Experience (CX) Automation platform,Technology,2019,2019.0,"Arihant Jain, Ajeet Kushwaha",Sequoia Capita,0.0
Toffee Insurance,Series A,5500000.0,Haryana,Provides variety of insurance plans and policies,Finance,2019,2017.0,"Nishant Jain, Rohan Kumar",IVM Intersurer,2.0
Fireflies .ai,Unknown,5000000.0,Bangalore,Developer of an artificial intelligence-powered assistant for businesses,Technology,2019,2015.0,Sam Udotong,Canaan Partners,4.0
HungerBox,Series C,12000000.0,Bangalore,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",Food & Beverages,2019,2015.0,"Sandipan Mitra, Uttam Kumar","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",4.0
Bijak,Seed,2500000.0,Bangalore,B2B platform for agricultural commodities.,Agriculture,2019,2019.0,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi","Omnivore and Omidyar Network India, Sequoia Capital",0.0
truMe,Unknown,140000.0,Bangalore,A global platform for Identity and Access Management,Technology,2019,2015.0,"Babu Dayal, Pramod Uniyal, Lalit Mehta",Rajan Kaistha,4.0
Pumpkart,Unknown,6000000.0,Chandigarh,B2B model for appliances and electrical products,E-commerce,2019,2014.0,KS Bhatia,Dinesh Dua,5.0
Freshokartz,Pre-series A,150000.0,Jaipur,Online fruits and vegetables delivery company,E-commerce,2019,2016.0,Rajendra Lora,ThinkLab,3.0
Lil Goodness and sCool meal,Unknown,400000.0,Bangalore,It empowers moms to provide the best of foods to their Lil' ones,Food & Beverages,2019,2015.0,Unknown,"Sajan Pillai, Muthu Krishnan,",4.0
Trell,Pre-series A,2000000.0,Bangalore,Blogging platform that enables people to create visual collections of their travel and local experiences,Technology,2019,2016.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",3.0
Bombay Shirt Company,Unknown,8000000.0,Mumbai,Online custom shirt brand,E-commerce,2019,2012.0,Akshay Narvekar,Lightbox Ventures,7.0
Slintel,Unknown,1500000.0,Bangalore,"It helps sales and marketing teams understand purchase intent of buyers on buying patterns, usage and renewals",Technology,2019,2016.0,Deepak Anchala,Stellaris Ventures,3.0
MyGameMate,Unknown,100000.0,Bangalore,eSports platform where players can access various multiplayer mobile games to participate in online tournaments,Sports,2019,2015.0,Parshavv Jain& Raju Kushwaha,"Jindagi Live Angels,",4.0
Afinoz,Unknown,6000000.0,Noida,Online financial marketplace for customized rate quotes on loans and investment products in India,Finance,2019,2015.0,Rachna Suneja,Fintech innovation lab,4.0
Ecozen,Series A,6000000.0,Pune,It develops technology-enabled products to strengthen the farm-to-fork value chain of perishables.,Agriculture,2019,2015.0,"Devendra Gupta, Prateek Singhal, Vivek Pandey",Innovation in Food & Agriculture Fund (IFA Fund),4.0
Awign Enterprises,Series A,4000000.0,Bangalore,It supplies workforce to the economy,Human Resources,2019,2016.0,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures.",3.0
Freightwalla,Series A,4000000.0,Mumbai,Provides digital platform for businesses to plan and manage their international freight shipments online,E-commerce,2019,2017.0,"Sanjay Bhatia, Bharat Tanvi, Punit Java","Amplo, FJ Labs, Rogue One Capital",2.0
TapChief,Pre-series A,1500000.0,Bangalore,It connects individuals in need of advice in a specific domain to individuals who have expertise in the same,E-commerce,2019,2016.0,"Shashank Murali, Binay Krishna, Arjun Krishna",Blume Ventures.,3.0
eJOHRI,Pre-series A,1000000.0,Mumbai,Omnichannel marketplace for gems and jewellery,Lifestyle,2019,2015.0,"Jignesh Mehta, Shailen Mehta",Rajesh Ranavat,4.0
Ninjacart,Unknown,6000000.0,Bangalore,"It connects producers of food directly to retailers, restuarants and service providers.",E-commerce,2019,2015.0,"Thirukumaran Nagarajanin, Vasudevan Chinnathambi","Walmart, Flipkart",4.0
Binca Games,Unknown,6000000.0,Mumbai,It offers games that are available across India and UK.,Sports,2019,2014.0,"Rubianca Wadhwa, Sahil Wadhwa",Sunil Gavaskar,5.0
m.Paani,Series A,5500000.0,Mumbai,It digitizes and organises local retailers,Technology,2019,2015.0,Akanksha Hazari,"AC Ventures, Henkel",4.0
Origo,Unknown,6800000.0,Gurugram,It provides post-harvest management services for agricultural commodities,Agriculture,2019,2010.0,"Mayank Dhanuka, Sunoor Kaul","Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management",9.0
WishADish,Unknown,6000000.0,Delhi,Provides management solution for restaurants,Food & Beverages,2019,2015.0,"Sawan Kumar, Bhavya Bhambhani",unknown,4.0
Stanza Living,Unknown,5700000.0,Delhi,Provides comfortable and secure accomodation for students,Hospitality,2019,2017.0,"Sandeep Dalmia, Anindya Dutta",Alteria Capital,2.0
Euler Motors,Unknown,2000000.0,Delhi,It is offering mobility as a service,Transportation & Logistics,2019,2015.0,Saurav Kumar,"Blume Ventures, Emergent Ventures",4.0
Moms Co,Series B,5000000.0,New Delhi,It is into mother and baby care-focused consumer goods,E-commerce,2019,2015.0,Malika Sadani,"Saama Capital, DSG Consumer Partners",4.0
Cubical Labs,Series B,6000000.0,Bangalore,Home automation solution provider,Technology,2019,2013.0,"Dhruv Ratra, Swati Vyas",Rockstud Capital,6.0
Lawyered,Unknown,100000.0,Delhi,It helps to connect to legal advise online,Technology,2019,2015.0,"Ashish Bhatia, Himanshu Gupta","Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal",4.0
Cuemath,Unknown,5500000.0,Bangalore,It helps students to learn math online,Education,2019,2013.0,Manan Khurma,"Manta Ray Ventures Limited, Googles Capital G, Sequoia India.",6.0
Nivesh.com,Unknown,600000.0,Noida,The platform simplifies the process of investment,Finance,2019,2016.0,"Anurag Garg, Sridhar Srinivasan",Windrose Capital,3.0
Zebu,Seed,4000000.0,Bangalore,"Platform uses encryption technology to allow businesses to safely store files, invoices, and schedules",Technology,2019,2015.0,Team of Waterloo-based software developers,unknown,4.0
Smart Institute,Unknown,1500000.0,Surat,A platform to learn online,Education,2019,2015.0,Unknown,HNI investors,4.0
Credr,Unknown,6000000.0,Mumbai,A marketplace to buy and sell used bikes and scooters,Transportation & Logistics,2019,2014.0,Mittal,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList",5.0
Sportido,Series B,6000000.0,Noida,It is a sports discovery app that helps to find people and places to play 700+ sports,Sports,2019,2015.0,"Neeraj Aggarwala, Akhil Ramachandran","Inflection Point Ventures, SucSEED Venture Partners.",4.0
Phable,Unknown,220000.0,Bangalore,"It creates an engagement loop between doctors, hospitals, and patients via its app",Healthcare,2019,2018.0,Sumit Sinha,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters.",1.0
Sarva,Unknown,2800000.0,Chennai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Lifestyle,2019,2015.0,Sarvesh Shashi,"Venture fund, Fireside Ventures.",4.0
IndyFint,Series A,2100000.0,Bangalore,"It helps lenders to directly provide short-term loans to merchants, employees, and students",Finance,2019,2019.0,Paddy Padmanabhan,Saravanan Adiseshan,0.0
Zolostays,Unknown,7000000.0,Bangalore,It offers affordable housing apartments to young professionals and students,Hospitality,2019,2015.0,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry",Trifecta Capital,4.0
Zoomcar,Unknown,4800000.0,Bangalore,A car rental service platform,Transportation & Logistics,2019,2013.0,"Greg Moran, David Back",Zoomcar Inc,6.0
Kratikal,Pre-series A,1000000.0,Uttar pradesh,Provides cyber security solutions,Technology,2019,2015.0,Pavan Kushwaha,"Gilda VC, Art Venture, Rajeev Chitrabhanu",4.0
Froogal,Pre-series A,1000000.0,Hyderabad,A cloud based Customer Loyalty & Engagement Platform,Services,2019,2015.0,"Jeevan Chowdary M, Harshit Harchani",US-based angel investors,4.0
GoMechanic,Series B,5000000.0,Delhi,Find automobile repair and maintenance service providers,Technology,2019,2016.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,3.0
Aqgromalin,Unknown,200000.0,Chennai,Cultivating Ideas for Profit,Agriculture,2020,2019.0,"Prasanna Manogaran, Bharani C L",Angel investors,1.0
Krayonnz,Pre-Seed,100000.0,Bangalore,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,Education,2020,2019.0,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,1.0
PadCare Labs,Pre-Seed,3000000.0,Pune,Converting bio-hazardous waste to harmless waste,Healthcare,2020,2018.0,Ajinkya Dhariya,Venture Center,2.0
NCOME,Unknown,400000.0,New Delhi,Escrow-as-a-service platform,Finance,2020,2020.0,Ritesh Tiwari,"Venture Catalysts, PointOne Capital",0.0
Gramophone,Unknown,340000.0,Indore,Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.,Agriculture,2020,2016.0,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan","Siana Capital Management, Info Edge",4.0
qZense,Seed,600000.0,Bangalore,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,Agriculture,2020,2019.0,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund",1.0
MyClassboard,Pre-Series,600000.0,Hyderabad,MyClassboard is a full-fledged School / College Management Software.,Education,2020,2008.0,Ajay Sakhamuri,ICICI Bank.,12.0
Metvy,Pre-Series,3000000.0,Gurgaon,AI driven networking platform for individuals and organisations which aims to provided a seamless end to end networking experience.,Technology,2020,2018.0,Shawrya Mehrotra,HostelFund,2.0
Gig India,Pre-Series,1000000.0,Pune,GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.,E-commerce,2020,2017.0,"Aditya Shirole, Sahil Sharma","Shantanu Deshpande, Subramaniam Ramadorai",3.0
Slurrp Farm,Series A,2000000.0,Gurgaon,Slurrp Farm is a children health food brand.,Food & Beverages,2020,2016.0,Meghana Narayan,Fireside Ventures,4.0
Medfin,Series A,3000000.0,Bangalore,Medfin is a Discovery platform for medical procedures and financing.,Healthcare,2020,2017.0,"Arjun Kumar, Arun Kumar, Sidharth Gurjar","Axilor Ventures, S.D. Shibulal",3.0
MasterG,Unknown,3000000.0,New Delhi,MasterG is a design and skill development organisation.,Lifestyle,2020,2015.0,Gayatri Jolly,Acumen Fund's angel programme,5.0
Brila 91,Unknown,1200000.0,New Delhi,Bira 91 is a craft beer company.,Food & Beverages,2020,2014.0,Ankur Jain,"Sequoia Capital India, Sixth Sense Ventures",6.0
FoodyBuddy,Unknown,600000.0,Belgaum,FoodyBuddy is a online food delivery portal,Food & Beverages,2020,2015.0,"Akil Sethuraman, Anup Gopinath, Rachna Rao",Rebel Foods,5.0
OurEye.ai,Unknown,120000.0,Bangalore,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.",Technology,2020,2020.0,"Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal","100X VC, Amara Ventures",0.0
Shiprocket,Series C,7500000.0,New Delhi,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,E-commerce,2020,2017.0,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital",3.0
Pine Labs,Unknown,3000000.0,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants.,Finance,2020,1998.0,Amrish Rau,"Mastercard, Temasek Holdings",22.0
Moneyboxx Finance,Unknown,1000000.0,New Delhi,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,Finance,2020,2019.0,Prashant Agarwal,"BlackSoil, Caspian",1.0
EWar,Pre-Series,3000000.0,Bangalore,EWar Games is a e-sports and real-time gaming start-up.,Technology,2020,2019.0,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",1.0
SucSEED Indovation,Unknown,5000000.0,Hyderabad,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW",Finance,2020,2016.0,Vikrant Varshney,unknown,4.0
TaxBuddy.com,Unknown,1000000.0,Mumbai,TaxBuddy for any tax related issues.,Finance,2020,2019.0,Sujit Bangar,Zenith Global,1.0
Awign Enterprises,Unknown,500000.0,Bangalore,Operations and manpower outsourcing startup,Lifestyle,2020,2016.0,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",4.0
Circle of Angels,Unknown,3000000.0,Gurgaon,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.,Finance,2020,2018.0,Karanpal Singh,unknown,2.0
CoinDCX,Series B,10000000.0,Mumbai,CoinDCX is a company that specializes in crypto-enabled financial services.,Finance,2020,2017.0,"Neeraj Khandelwal, Sumit Gupta","Coinbase Ventures, Polychain",3.0
Voosh,Pre-Seed,3000000.0,Bangalore,Building India's largest digital food service brand,Food & Beverages,2020,2020.0,Priyam Saraswat,Better Capital,0.0
Delhivery,Unknown,3000000.0,Gurgaon,Delhivery is a supply chain services company that provides products and services to build trust and improve the lives of consumers.,E-commerce,2020,2011.0,"Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Steadview Capital, Canada Pension Plan Investment Board",9.0
Pickrr,Unknown,4000000.0,New Delhi,Pickrr is an on-demand first mile logistics company,Transportation & Logistics,2020,2015.0,"Ankit Kaushik, Gaurav Mangla, Rhitiman Majumder",Swastika,5.0
Countingwell,Pre-Series,1000000.0,Bangalore,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.",Education,2020,2018.0,Nirmal Shah,"Delhi Private School, UAE, Interstar",2.0
Callify.ai,Seed,560000.0,Mumbai,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,Technology,2020,2016.0,"Chetan Indap, Sunny Sharma, Deepanti Kavi",Malpani Ventures,4.0
Hudle,Pre-Series,3000000.0,New Delhi,Hudle is a sports & fitness discovery & booking platform with 300+ sports venues and sports events/tournaments available for booking.,Sports,2020,2016.0,Suhail Narain,Survam Partners,4.0
Cover it Up,Seed,400000.0,Chennai,Online portal that churns out high quality products,E-commerce,2020,2013.0,Ronak Sarda,Angel investors,7.0
BiteSpeed,Seed,275000.0,Gurgaon,Chat-based commerce for E-commerce brands,E-commerce,2020,2019.0,"Vinayak, Kshitij Abhishek, Apoorv Sadana",Whiteboard Capital,1.0
Sreyas Holistic Remedies,Unknown,1000000.0,Hyderabad,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva,Healthcare,2020,2008.0,Dr Prashant Soma,Blacksoil,12.0
Fleeca India,Unknown,3000000.0,Jaipur,FLEECA is a Tyre Care Provider company.,Engineering,2020,2016.0,Tikam Jain,Bridgestone India,4.0
M1xchange,Unknown,4500000.0,Gurgaon,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Finance,2020,2017.0,Sundeep Mohindru,"BEENEXT, Mayfield Fund",3.0
Exotel,Unknown,5000000.0,Bangalore,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.,Technology,2020,2011.0,Shivakumar Ganesan,"A91 Partners, Artha India Ventures",9.0
PagarBook,Series A,15000000.0,Bangalore,"Staff's Salary, Work & Attendance Management Application",Technology,2020,2019.0,"Adarsh Kumar, Rupesh Mishra","Sequoia Capital, India Quotient",1.0
PointOne Capital,Unknown,3000000.0,Bangalore,Pre-seed/Seed focussed VC investor,Finance,2020,2020.0,Mihir Jha,unknown,0.0
Fisdom,Unknown,7000000.0,Bangalore,Fisdom is a fintech company that offers investment advisory services through an application.,Finance,2020,2015.0,"Anand Dalmia, Ramganesh Iyer, Subramanya S.V., Subramanya Venkat","PayU Finance India, Quona Capital",5.0
Tinker Coders,Seed,3000000.0,Noida,Tinker Coder is a LIVE Online Platform through which kids will learn the art of coding,Education,2020,2020.0,Anoop Gautam,STEMROBO Technologies,0.0
